seller_id,total_items_sold,actual_return_rate,avg_seller_rating,fulfilment_type,avg_discount,total_return_cost,return_rate_pct,risk_score,risk_tier
SELL00061,30,0.3333333333333333,1.7,Seller Fulfilled,11.166666666666666,14958.094499999997,33.33,46.8,Medium Risk
SELL00062,29,0.20689655172413793,3.9,Platform Fulfilled,18.79310344827586,7688.951999999999,20.69,28.5,Low Risk
SELL00063,41,0.14634146341463414,4.0,Platform Fulfilled,17.073170731707318,33230.715,14.63,23.7,Low Risk
SELL00064,12,0.16666666666666666,3.1,Platform Fulfilled,15.833333333333334,562.56,16.67,30.8,Low Risk
SELL00065,84,0.14285714285714285,4.3,Platform Fulfilled,14.285714285714286,5378.0505,14.29,19.7,Low Risk
SELL00066,37,0.21621621621621623,3.8,Platform Fulfilled,12.432432432432432,44128.245,21.62,26.0,Low Risk
SELL00067,10,0.0,3.9,Platform Fulfilled,7.0,0.0,0.0,11.2,Low Risk
SELL00068,51,0.3333333333333333,3.3,Platform Fulfilled,17.058823529411764,77271.783,33.33,38.3,Medium Risk
SELL00070,34,0.14705882352941177,4.9,Seller Fulfilled,15.441176470588236,40143.855,14.71,16.1,Low Risk
SELL00071,60,0.31666666666666665,3.9,Platform Fulfilled,16.916666666666668,33945.7305,31.67,32.9,Low Risk
SELL00072,32,0.09375,4.6,Platform Fulfilled,17.03125,11862.1695,9.38,16.6,Low Risk
SELL00073,23,0.6521739130434783,2.7,Platform Fulfilled,17.391304347826086,48377.61,65.22,59.0,Medium Risk
SELL00074,9,0.3333333333333333,3.9,Platform Fulfilled,19.444444444444443,44891.3595,33.33,35.2,Medium Risk
SELL00075,28,0.21428571428571427,3.9,Seller Fulfilled,16.25,37356.939,21.43,27.4,Low Risk
SELL00076,51,0.17647058823529413,4.9,Seller Fulfilled,19.11764705882353,45001.6245,17.65,19.7,Low Risk
SELL00077,31,0.16129032258064516,4.1,Platform Fulfilled,11.774193548387096,45263.0805,16.13,20.6,Low Risk
SELL00079,54,0.14814814814814814,4.6,Seller Fulfilled,16.48148148148148,88175.99399999999,14.81,19.0,Low Risk
SELL00080,48,0.2708333333333333,3.7,Platform Fulfilled,18.4375,100310.859,27.08,33.0,Low Risk
SELL00081,109,0.26605504587155965,4.0,Seller Fulfilled,13.440366972477063,74252.4375,26.61,27.6,Low Risk
SELL00082,39,0.6153846153846154,3.5,Platform Fulfilled,17.564102564102566,6143.461500000001,61.54,51.2,Medium Risk
SELL00083,63,0.12698412698412698,3.7,Seller Fulfilled,16.746031746031747,5008.788,12.7,24.8,Low Risk
SELL00084,62,0.04838709677419355,4.3,Seller Fulfilled,16.451612903225808,2895.1364999999996,4.84,16.2,Low Risk
SELL00085,35,0.2,4.2,Seller Fulfilled,21.285714285714285,7801.639499999999,20.0,27.4,Low Risk
SELL00086,50,0.2,4.0,Platform Fulfilled,18.8,16198.914,20.0,27.4,Low Risk
SELL00087,42,0.3333333333333333,3.0,Platform Fulfilled,18.095238095238095,117779.766,33.33,41.2,Medium Risk
SELL00088,23,0.21739130434782608,3.6,Platform Fulfilled,18.695652173913043,52496.873999999996,21.74,31.2,Low Risk
SELL00089,37,0.2972972972972973,4.4,Seller Fulfilled,22.7027027027027,97955.823,29.73,31.6,Low Risk
SELL00090,45,0.17777777777777778,3.8,Platform Fulfilled,15.222222222222221,5877.3150000000005,17.78,25.7,Low Risk
SELL00091,23,0.5217391304347826,2.7,Seller Fulfilled,21.304347826086957,6348.882,52.17,54.7,Medium Risk
SELL00092,49,0.2857142857142857,4.2,Seller Fulfilled,22.244897959183675,8179.822499999999,28.57,32.2,Low Risk
SELL00093,17,0.11764705882352941,4.5,Seller Fulfilled,23.235294117647058,688.4549999999999,11.76,22.2,Low Risk
SELL00094,26,0.07692307692307693,3.9,Platform Fulfilled,19.807692307692307,11776.786499999998,7.69,22.6,Low Risk
SELL00095,22,0.18181818181818182,3.4,Platform Fulfilled,19.318181818181817,12512.032500000001,18.18,31.3,Low Risk
SELL00096,64,0.09375,4.6,Platform Fulfilled,16.953125,26612.6625,9.38,16.5,Low Risk
SELL00097,42,0.40476190476190477,3.2,Seller Fulfilled,17.38095238095238,77616.3435,40.48,42.8,Medium Risk
SELL00098,38,0.7631578947368421,2.6,Seller Fulfilled,16.05263157894737,223693.48949999997,76.32,64.4,Medium Risk
SELL00100,22,0.5454545454545454,3.1,Platform Fulfilled,8.863636363636363,17131.563,54.55,45.6,Medium Risk
SELL00101,24,0.125,5.0,Seller Fulfilled,15.416666666666666,5130.398999999999,12.5,14.2,Low Risk
SELL00102,33,0.24242424242424243,3.8,Seller Fulfilled,10.0,51594.2655,24.24,25.9,Low Risk
SELL00103,44,0.6136363636363636,2.8,Seller Fulfilled,16.363636363636363,58112.111999999994,61.36,55.7,Medium Risk
SELL00104,31,0.22580645161290322,3.3,Seller Fulfilled,10.96774193548387,6833.985,22.58,29.4,Low Risk
SELL00105,35,0.14285714285714285,3.7,Seller Fulfilled,22.285714285714285,8874.528,14.29,28.9,Low Risk
SELL00106,22,0.18181818181818182,3.0,Platform Fulfilled,15.454545454545455,21196.447499999995,18.18,32.1,Low Risk
SELL00107,18,0.16666666666666666,3.4,Platform Fulfilled,21.38888888888889,360.6885,16.67,31.8,Low Risk
SELL00108,9,0.2222222222222222,3.8,Platform Fulfilled,16.666666666666668,1121.589,22.22,28.8,Low Risk
SELL00109,51,0.17647058823529413,4.3,Seller Fulfilled,13.529411764705882,94296.555,17.65,20.9,Low Risk
SELL00110,74,0.1891891891891892,4.0,Platform Fulfilled,15.54054054054054,210575.2365,18.92,25.0,Low Risk
SELL00111,63,0.1746031746031746,3.5,Platform Fulfilled,15.158730158730158,36196.842,17.46,27.8,Low Risk
SELL00112,33,0.2727272727272727,4.0,Platform Fulfilled,15.0,21253.712999999996,27.27,28.8,Low Risk
SELL00113,45,0.2,3.5,Platform Fulfilled,11.666666666666666,65431.66500000001,20.0,27.0,Low Risk
SELL00114,32,0.28125,3.5,Seller Fulfilled,17.96875,80660.196,28.12,34.7,Medium Risk
SELL00115,29,0.4482758620689655,4.0,Seller Fulfilled,12.586206896551724,29200.120499999997,44.83,36.2,Medium Risk
SELL00116,85,0.17647058823529413,4.2,Seller Fulfilled,14.588235294117647,73316.5995,17.65,22.3,Low Risk
SELL00117,32,0.1875,3.8,Seller Fulfilled,22.65625,79853.04,18.75,30.6,Low Risk
SELL00118,17,0.11764705882352941,4.0,Seller Fulfilled,12.058823529411764,2953.0679999999998,11.76,19.4,Low Risk
SELL00119,60,0.2833333333333333,3.0,Seller Fulfilled,13.083333333333334,106428.4215,28.33,35.7,Medium Risk
SELL00120,31,0.3225806451612903,3.0,Seller Fulfilled,13.387096774193548,83828.079,32.26,37.9,Medium Risk
SELL00121,33,0.15151515151515152,3.2,Platform Fulfilled,15.303030303030303,4751.979,15.15,29.0,Low Risk
SELL00122,34,0.11764705882352941,4.1,Platform Fulfilled,16.470588235294116,811.6005,11.76,21.2,Low Risk
SELL00123,52,0.19230769230769232,4.6,Platform Fulfilled,17.78846153846154,49731.183,19.23,21.9,Low Risk
SELL00124,33,0.6363636363636364,2.8,Seller Fulfilled,21.060606060606062,68329.1565,63.64,59.5,Medium Risk
SELL00125,60,0.3333333333333333,3.9,Seller Fulfilled,13.916666666666666,116594.05500000001,33.33,32.0,Low Risk
SELL00126,68,0.17647058823529413,4.0,Platform Fulfilled,18.014705882352942,19981.0545,17.65,25.8,Low Risk
SELL00127,7,0.0,2.8,Seller Fulfilled,15.0,0.0,0.0,24.2,Low Risk
SELL00128,20,0.05,3.6,Platform Fulfilled,11.25,1072.6275,5.0,18.5,Low Risk
SELL00129,6,0.0,2.4,Seller Fulfilled,13.333333333333334,0.0,0.0,26.2,Low Risk
SELL00131,38,0.13157894736842105,4.1,Platform Fulfilled,16.973684210526315,38435.601,13.16,22.2,Low Risk
SELL00132,59,0.13559322033898305,3.1,Seller Fulfilled,13.898305084745763,21382.1565,13.56,28.1,Low Risk
SELL00133,12,0.0,3.8,Platform Fulfilled,12.5,0.0,0.0,15.2,Low Risk
SELL00134,25,0.08,3.9,Seller Fulfilled,15.0,25847.983499999995,8.0,20.0,Low Risk
SELL00135,40,0.1,4.8,Seller Fulfilled,18.625,53782.9275,10.0,16.3,Low Risk
SELL00136,16,0.125,3.7,Seller Fulfilled,17.8125,306.957,12.5,25.3,Low Risk
SELL00137,44,0.1590909090909091,4.0,Seller Fulfilled,17.15909090909091,4234.86,15.91,24.4,Low Risk
SELL00138,32,0.28125,3.5,Platform Fulfilled,15.46875,2608.3154999999997,28.12,33.3,Medium Risk
SELL00139,106,0.1509433962264151,4.4,Platform Fulfilled,13.726415094339623,42093.80399999999,15.09,19.0,Low Risk
SELL00140,42,0.35714285714285715,4.5,Seller Fulfilled,13.095238095238095,169511.26049999997,35.71,28.2,Low Risk
SELL00141,22,0.18181818181818182,3.7,Seller Fulfilled,13.181818181818182,1815.3779999999997,18.18,25.5,Low Risk
SELL00142,22,0.13636363636363635,4.7,Platform Fulfilled,19.545454545454547,13534.4085,13.64,19.4,Low Risk
SELL00143,25,0.24,3.9,Seller Fulfilled,14.2,50238.2745,24.0,27.5,Low Risk
SELL00144,42,0.2857142857142857,2.7,Platform Fulfilled,17.142857142857142,11333.043,28.57,40.5,Medium Risk
SELL00145,44,0.20454545454545456,3.8,Platform Fulfilled,19.09090909090909,53860.7715,20.45,29.3,Low Risk
SELL00146,6,0.8333333333333334,2.7,Seller Fulfilled,17.5,2057.202,83.33,68.1,High Risk
SELL00147,28,0.35714285714285715,3.1,Seller Fulfilled,13.75,13192.746,35.71,39.1,Medium Risk
SELL00148,42,0.16666666666666666,3.6,Seller Fulfilled,14.404761904761905,56522.049,16.67,26.2,Low Risk
SELL00149,15,0.13333333333333333,3.7,Seller Fulfilled,22.666666666666668,3410.7690000000002,13.33,28.6,Low Risk
SELL00150,38,0.15789473684210525,3.3,Seller Fulfilled,12.763157894736842,4654.524,15.79,27.0,Low Risk
SELL00151,37,0.32432432432432434,3.6,Seller Fulfilled,18.783783783783782,10345.8555,32.43,36.6,Medium Risk
SELL00152,62,0.3709677419354839,2.3,Seller Fulfilled,12.741935483870968,91510.99799999999,37.1,45.2,Medium Risk
SELL00153,40,0.15,4.6,Seller Fulfilled,14.875,40908.876,15.0,18.1,Low Risk
SELL00154,54,0.5185185185185185,2.9,Seller Fulfilled,12.87037037037037,32977.701,51.85,48.1,Medium Risk
SELL00155,29,0.10344827586206896,4.1,Platform Fulfilled,17.75862068965517,188.811,10.34,21.2,Low Risk
SELL00156,32,0.03125,4.4,Seller Fulfilled,11.875,418.197,3.12,11.9,Low Risk
SELL00157,31,0.3548387096774194,3.9,Seller Fulfilled,16.29032258064516,43471.264500000005,35.48,34.4,Medium Risk
SELL00158,72,0.20833333333333334,4.2,Platform Fulfilled,19.166666666666668,20390.329499999996,20.83,26.5,Low Risk
SELL00160,54,0.2222222222222222,3.6,Platform Fulfilled,15.925925925925926,41735.634,22.22,29.8,Low Risk
SELL00161,19,0.47368421052631576,3.6,Seller Fulfilled,16.31578947368421,44337.378,47.37,42.7,Medium Risk
SELL00162,42,0.14285714285714285,4.6,Platform Fulfilled,14.285714285714286,72665.30249999999,14.29,17.4,Low Risk
SELL00163,46,0.41304347826086957,3.2,Seller Fulfilled,17.282608695652176,14685.139500000001,41.3,43.2,Medium Risk
SELL00164,8,0.0,3.4,Seller Fulfilled,5.625,0.0,0.0,14.2,Low Risk
SELL00165,18,0.3333333333333333,4.5,Seller Fulfilled,20.555555555555557,23885.274000000005,33.33,31.3,Low Risk
SELL00166,27,0.07407407407407407,3.8,Seller Fulfilled,19.444444444444443,594.525,7.41,23.0,Low Risk
SELL00167,33,0.2727272727272727,5.0,Seller Fulfilled,22.727272727272727,81923.5845,27.27,25.9,Low Risk
SELL00168,56,0.16071428571428573,4.1,Platform Fulfilled,17.857142857142858,62952.2535,16.07,24.2,Low Risk
SELL00169,29,0.20689655172413793,4.5,Seller Fulfilled,17.93103448275862,47187.477,20.69,23.5,Low Risk
SELL00170,53,0.22641509433962265,3.9,Platform Fulfilled,17.547169811320753,12376.021499999997,22.64,28.7,Low Risk
SELL00171,43,0.18604651162790697,4.1,Seller Fulfilled,20.697674418604652,23582.671499999997,18.6,27.1,Low Risk
SELL00172,28,0.10714285714285714,3.9,Seller Fulfilled,16.785714285714285,1988.2604999999999,10.71,22.3,Low Risk
SELL00173,32,0.15625,4.5,Platform Fulfilled,20.3125,3458.7974999999997,15.62,22.4,Low Risk
SELL00174,22,0.18181818181818182,4.1,Seller Fulfilled,13.863636363636363,2325.7995,18.18,22.9,Low Risk
SELL00175,56,0.125,3.5,Platform Fulfilled,14.553571428571429,19309.695,12.5,24.9,Low Risk
SELL00176,45,0.15555555555555556,4.7,Seller Fulfilled,13.333333333333334,125181.91350000001,15.56,16.8,Low Risk
SELL00177,14,0.21428571428571427,4.0,Seller Fulfilled,12.857142857142858,17789.256,21.43,24.6,Low Risk
SELL00178,23,0.17391304347826086,5.0,Platform Fulfilled,15.869565217391305,15523.4835,17.39,16.9,Low Risk
SELL00179,47,0.2978723404255319,3.2,Platform Fulfilled,15.425531914893616,45285.34199999999,29.79,36.3,Medium Risk
SELL00180,34,0.20588235294117646,4.0,Platform Fulfilled,17.941176470588236,26971.02,20.59,27.2,Low Risk
SELL00181,23,0.34782608695652173,3.8,Seller Fulfilled,11.73913043478261,44671.093499999995,34.78,32.2,Low Risk
SELL00182,26,0.15384615384615385,3.9,Seller Fulfilled,17.307692307692307,35365.0785,15.38,25.0,Low Risk
SELL00183,22,0.22727272727272727,5.0,Seller Fulfilled,19.318181818181817,10750.430999999999,22.73,21.6,Low Risk
SELL00184,27,0.3333333333333333,2.5,Platform Fulfilled,12.777777777777779,11866.135500000002,33.33,41.8,Medium Risk
SELL00185,76,0.27631578947368424,3.3,Platform Fulfilled,16.644736842105264,82623.4005,27.63,35.2,Medium Risk
SELL00186,24,0.16666666666666666,3.6,Platform Fulfilled,16.458333333333332,1155.2129999999997,16.67,27.4,Low Risk
SELL00187,49,0.40816326530612246,2.9,Platform Fulfilled,12.551020408163266,14712.0975,40.82,42.4,Medium Risk
SELL00188,65,0.3076923076923077,3.3,Platform Fulfilled,17.0,196210.6725,30.77,37.0,Medium Risk
SELL00189,21,0.14285714285714285,4.3,Seller Fulfilled,13.80952380952381,1275.1139999999998,14.29,19.4,Low Risk
SELL00190,35,0.17142857142857143,4.4,Seller Fulfilled,12.571428571428571,5507.931,17.14,19.3,Low Risk
SELL00191,17,0.5882352941176471,2.9,Seller Fulfilled,14.411764705882353,11204.9565,58.82,52.5,Medium Risk
SELL00192,56,0.07142857142857142,4.9,Platform Fulfilled,16.160714285714285,30813.819,7.14,12.7,Low Risk
SELL00193,53,0.22641509433962265,4.9,Platform Fulfilled,19.433962264150942,100455.639,22.64,22.4,Low Risk
SELL00194,86,0.23255813953488372,4.2,Platform Fulfilled,19.476744186046513,60282.424499999994,23.26,28.0,Low Risk
SELL00195,37,0.10810810810810811,3.8,Platform Fulfilled,16.486486486486488,1701.0720000000001,10.81,23.0,Low Risk
SELL00196,17,0.11764705882352941,4.6,Seller Fulfilled,16.764705882352942,16020.534,11.76,17.6,Low Risk
SELL00197,44,0.045454545454545456,4.9,Seller Fulfilled,11.818181818181818,1508.235,4.55,8.8,Low Risk
SELL00198,67,0.3582089552238806,3.9,Platform Fulfilled,17.46268656716418,267682.07999999996,35.82,35.3,Medium Risk
SELL00199,52,0.40384615384615385,3.7,Seller Fulfilled,16.057692307692307,31972.271999999997,40.38,38.3,Medium Risk
SELL00200,31,0.22580645161290322,3.9,Seller Fulfilled,12.580645161290322,61875.64949999999,22.58,25.8,Low Risk
SELL00201,41,0.36585365853658536,4.6,Seller Fulfilled,21.70731707317073,135097.443,36.59,32.9,Low Risk
SELL00202,32,0.125,5.0,Seller Fulfilled,15.46875,9801.591,12.5,14.2,Low Risk
SELL00203,7,0.2857142857142857,3.9,Platform Fulfilled,19.285714285714285,3978.066,28.57,32.8,Low Risk
SELL00204,32,0.25,3.5,Seller Fulfilled,15.0,2823.8445,25.0,31.4,Low Risk
SELL00205,12,0.4166666666666667,4.3,Seller Fulfilled,20.833333333333332,4440.4605,41.67,37.2,Medium Risk
SELL00206,46,0.17391304347826086,3.9,Seller Fulfilled,18.152173913043477,8893.416,17.39,26.5,Low Risk
SELL00207,17,0.35294117647058826,4.2,Platform Fulfilled,23.235294117647058,30181.4655,35.29,36.2,Medium Risk
SELL00208,39,0.358974358974359,4.7,Seller Fulfilled,12.435897435897436,103211.787,35.9,26.4,Low Risk
SELL00209,51,0.17647058823529413,4.8,Seller Fulfilled,14.509803921568627,3673.107,17.65,17.7,Low Risk
SELL00210,23,0.21739130434782608,3.9,Seller Fulfilled,14.347826086956522,70954.965,21.74,26.4,Low Risk
SELL00211,8,0.0,4.6,Platform Fulfilled,13.75,0.0,0.0,10.0,Low Risk
SELL00212,58,0.3620689655172414,2.9,Seller Fulfilled,15.60344827586207,137636.27399999998,36.21,41.9,Medium Risk
SELL00213,17,0.29411764705882354,3.6,Seller Fulfilled,12.352941176470589,32881.056,29.41,31.3,Low Risk
SELL00214,58,0.22413793103448276,4.4,Platform Fulfilled,15.172413793103448,77141.66100000001,22.41,23.5,Low Risk
SELL00215,26,0.38461538461538464,3.0,Seller Fulfilled,22.884615384615383,3135.6315,38.46,46.6,Medium Risk
SELL00216,34,0.20588235294117646,3.7,Seller Fulfilled,14.558823529411764,3219.7439999999992,20.59,27.5,Low Risk
SELL00217,35,0.37142857142857144,3.2,Seller Fulfilled,12.571428571428571,4010.1915,37.14,38.3,Medium Risk
SELL00218,50,0.2,4.6,Seller Fulfilled,14.7,11919.63,20.0,20.5,Low Risk
SELL00219,28,0.32142857142857145,4.7,Platform Fulfilled,12.5,28582.746000000003,32.14,24.5,Low Risk
SELL00220,28,0.35714285714285715,3.5,Platform Fulfilled,14.821428571428571,9365.52,35.71,36.7,Medium Risk
SELL00221,40,0.225,4.1,Seller Fulfilled,15.75,112749.3555,22.5,26.1,Low Risk
SELL00222,71,0.3380281690140845,3.6,Seller Fulfilled,15.704225352112676,156466.1955,33.8,35.5,Medium Risk
SELL00223,78,0.10256410256410256,4.6,Seller Fulfilled,13.58974358974359,10210.403999999999,10.26,15.0,Low Risk
SELL00224,44,0.38636363636363635,4.0,Seller Fulfilled,13.522727272727273,27603.7155,38.64,33.6,Medium Risk
SELL00225,15,0.3333333333333333,3.2,Seller Fulfilled,18.0,2169.7874999999995,33.33,39.6,Medium Risk
SELL00226,49,0.5102040816326531,2.8,Seller Fulfilled,12.653061224489797,42661.7715,51.02,48.3,Medium Risk
SELL00227,16,0.375,2.9,Seller Fulfilled,20.625,2491.2285,37.5,45.5,Medium Risk
SELL00228,41,0.0975609756097561,5.0,Seller Fulfilled,15.609756097560975,4994.549999999999,9.76,12.9,Low Risk
SELL00229,43,0.5813953488372093,5.0,Seller Fulfilled,18.25581395348837,202673.12099999998,58.14,38.7,Medium Risk
SELL00230,43,0.06976744186046512,3.8,Seller Fulfilled,16.27906976744186,5593.1415,6.98,20.9,Low Risk
SELL00231,34,0.38235294117647056,3.6,Seller Fulfilled,17.205882352941178,19677.148499999996,38.24,38.6,Medium Risk
SELL00232,10,0.2,4.9,Seller Fulfilled,10.0,913.6305,20.0,15.5,Low Risk
SELL00233,26,0.19230769230769232,4.5,Seller Fulfilled,12.115384615384615,44628.3405,19.23,19.4,Low Risk
SELL00234,64,0.171875,3.8,Seller Fulfilled,17.03125,32865.625499999995,17.19,26.5,Low Risk
SELL00235,18,0.1111111111111111,3.6,Seller Fulfilled,11.666666666666666,21136.0455,11.11,21.8,Low Risk
SELL00236,32,0.0625,4.6,Platform Fulfilled,17.8125,2084.1569999999997,6.25,15.4,Low Risk
SELL00237,18,0.05555555555555555,3.8,Seller Fulfilled,10.833333333333334,861.246,5.56,17.1,Low Risk
SELL00238,18,0.2222222222222222,3.7,Platform Fulfilled,21.38888888888889,2891.3385,22.22,32.3,Low Risk
SELL00239,39,0.28205128205128205,3.7,Seller Fulfilled,13.333333333333334,12121.307999999997,28.21,30.6,Low Risk
SELL00240,60,0.15,4.6,Seller Fulfilled,15.583333333333334,75388.98,15.0,18.5,Low Risk
SELL00241,32,0.125,3.8,Platform Fulfilled,12.65625,72351.51900000001,12.5,21.6,Low Risk
SELL00242,69,0.3188405797101449,4.0,Seller Fulfilled,14.347826086956522,219264.879,31.88,30.8,Low Risk
SELL00243,32,0.59375,2.8,Seller Fulfilled,17.65625,8557.5765,59.38,55.4,Medium Risk
SELL00244,98,0.17346938775510204,4.6,Seller Fulfilled,18.6734693877551,134631.85350000003,17.35,21.5,Low Risk
SELL00245,43,0.20930232558139536,4.2,Platform Fulfilled,16.27906976744186,42637.850999999995,20.93,24.9,Low Risk
SELL00246,20,0.25,4.6,Seller Fulfilled,11.5,3076.0469999999996,25.0,21.1,Low Risk
SELL00247,54,0.24074074074074073,4.2,Seller Fulfilled,19.814814814814813,26698.834500000004,24.07,28.6,Low Risk
